ФИО студента,ОП,Курс,Название проекта на русском языке,Название проекта на английском языке,Тип проекта,Вид проекта,Кол-во студентов на проекте (не более 4),Заявление,"ФИО участников + ОП, курс, группа",Требования к участникам проекта (если ищутся сокомандники),Аннотация проекта,Цель проекта,Задачи проекта,Задачи каждого из участников проекта (роли участников проекта),Планируемые результаты проекта,ФИО ментора / руководителя проекта
Иванов Иван Петрович,КНАД,2 курс,PlagLens,PlagLens,Программный,Индивидуальный,,получено от Иванов Иван Петрович КНАД 2 курс,,,"PlagLens — платформа для быстрой и прозрачной проверки студенческих решений по программированию. Она импортирует посылки из внешних систем (Яндекс.Контест, Stepik), выполняет проверку на заимствования и даёт структурированные подсказки по коду с помощью LLM. Преподаватель получает удобный просмотрщик кода с подсветкой совпадений и комментариями, студент — лаконичную итоговую обратную связь без внутренних метрик. В основе: Python + FastAPI + PostgreSQL, фоновые задачи на Celery, фронтенд на React.","Сократить время и рутину преподавателей при проверке работ, повысив качество и прозрачность обратной связи для студентов без автоматического вынесения окончательных вердиктов.","Запустить платформу end-to-end: подключить импорт из Яндекс.Контест и Stepik с дедупликацией; реализовать проверку заимствований (нормализация, диффы) и LLM-анализ с привязкой к строкам; сделать рабочее место преподавателя (слои, комментарии, статусы, публикация) и кабинет студента (только итог и замечания); добавить админ-панель (курсы, пороги, ключи, журнал), экспорт/дашборды и базовые меры безопасности/наблюдаемости (RBAC, HTTPS, логи, метрики).",,"Через 8 месяцев — готовый MVP: устойчивый импорт без дублей, работающий антиплагиат и структурированные ИИ-подсказки, полный цикл ручной проверки с публикацией для студента, экспорт отчётов и встраиваемые агрегированные дашборды без персоналий, метрики и уведомления; архитектурная готовность к масштабированию и добавлению новых интеграций/языков.",Иванов Иван Петрович
